# Voyager1 data from NASA JPL HORIZONS
# Updated through 2026-Aug-16; generated by scripts/update_data.py
# date, x_km, y_km, z_km, vx_km_s, vy_km_s, vz_km_s
$$SOE
2005-Aug-09, -3.424599802224769E+09, -1.133946511187113E+10, 8.213100914868757E+09, -2.109215700305668E+00, -1.380849014814681E+01, 9.967109655441796E+00
2005-Sep-08, -3.430065780340957E+09, -1.137525471902946E+10, 8.238934434661514E+09, -2.108367302872079E+00, -1.380695206543034E+01, 9.966162285695551E+00
2005-Oct-08, -3.435529614329819E+09, -1.141104034275674E+10, 8.264765507051978E+09, -2.107566762042644E+00, -1.380541366053148E+01, 9.965222704696748E+00
2005-Nov-07, -3.440991458572331E+09, -1.144682202435968E+10, 8.290594157406221E+09, -2.106825558721296E+00, -1.380392002235171E+01, 9.964292731760692E+00
2005-Dec-07, -3.446451399668668E+09, -1.148259994474949E+10, 8.316420403542184E+09, -2.106078855280133E+00, -1.380251473326109E+01, 9.963365800724640E+00
2006-Jan-06, -3.451909297827756E+09, -1.151837426486538E+10, 8.342244247697297E+09, -2.105252844311031E+00, -1.380112411447700E+01, 9.962440756773525E+00
2006-Feb-05, -3.457364984662972E+09, -1.155414494198226E+10, 8.368065700294276E+09, -2.104375864115368E+00, -1.379969787888481E+01, 9.961520378517466E+00
2006-Mar-07, -3.462818360859457E+09, -1.158991185657407E+10, 8.393884771737156E+09, -2.103467751064668E+00, -1.379821873285097E+01, 9.960602607243853E+00
2006-Apr-06, -3.468269368683372E+09, -1.162567480476616E+10, 8.419701471181847E+09, -2.102568928063420E+00, -1.379663273440479E+01, 9.959692097924171E+00
2006-May-06, -3.473718158167333E+09, -1.166143354996570E+10, 8.445515824980841E+09, -2.101761873616591E+00, -1.379498814819514E+01, 9.958792491277865E+00
2006-Jun-05, -3.479164977424510E+09, -1.169718805200658E+10, 8.471327856369852E+09, -2.101034509485620E+00, -1.379336834744943E+01, 9.957898608859823E+00
2006-Jul-05, -3.484609957180224E+09, -1.173293837843849E+10, 8.497137577516949E+09, -2.100347153731706E+00, -1.379176564855259E+01, 9.957010890615768E+00
2006-Aug-04, -3.490053201235152E+09, -1.176868460333266E+10, 8.522945005193874E+09, -2.099688862734154E+00, -1.379020593887664E+01, 9.956128336773112E+00
2006-Sep-03, -3.495494721707507E+09, -1.180442685401088E+10, 8.548750145754592E+09, -2.099001533502076E+00, -1.378869133174636E+01, 9.955245067547136E+00
2006-Oct-03, -3.500934399241981E+09, -1.184016513309897E+10, 8.574552999936485E+09, -2.098281921347533E+00, -1.378713290684433E+01, 9.954365818005307E+00
2006-Nov-02, -3.506372239835001E+09, -1.187589931253823E+10, 8.600353584822552E+09, -2.097591569753981E+00, -1.378553181754953E+01, 9.953494283467165E+00
2006-Dec-02, -3.511808344140033E+09, -1.191162933608270E+10, 8.626151918113268E+09, -2.096933581920273E+00, -1.378392702384965E+01, 9.952627865257194E+00
2007-Jan-01, -3.517242787306633E+09, -1.194735516719823E+10, 8.651948017052427E+09, -2.096320280856862E+00, -1.378230236760304E+01, 9.951771200450464E+00
2007-Jan-31, -3.522675713152708E+09, -1.198307681935867E+10, 8.677741907424593E+09, -2.095758687115634E+00, -1.378071019888630E+01, 9.950923030028985E+00
2007-Mar-02, -3.528107183369534E+09, -1.201879442992838E+10, 8.703533601818760E+09, -2.095179025396667E+00, -1.377917550503614E+01, 9.950075735962098E+00
2007-Apr-01, -3.533537094894782E+09, -1.205450804600599E+10, 8.729323104023767E+09, -2.094564105754522E+00, -1.377762297060759E+01, 9.949232177219500E+00
2007-May-01, -3.538965393995390E+09, -1.209021759490958E+10, 8.755110424584782E+09, -2.093939577012845E+00, -1.377603505341306E+01, 9.948392234288022E+00
2007-May-31, -3.544392065728967E+09, -1.212592297787844E+10, 8.780895568873781E+09, -2.093306421543771E+00, -1.377439757050362E+01, 9.947553137188290E+00
2007-Jun-30, -3.549817155379286E+09, -1.216162399328736E+10, 8.806678548548714E+09, -2.092736818949812E+00, -1.377267345511828E+01, 9.946723012137275E+00
2007-Jul-30, -3.555240915509628E+09, -1.219732050410504E+10, 8.832459389621687E+09, -2.092283716364065E+00, -1.377093700922264E+01, 9.945902610719862E+00
2007-Aug-29, -3.560663607819821E+09, -1.223301258773148E+10, 8.858238109957634E+09, -2.091899375117597E+00, -1.376925534307122E+01, 9.945086372019540E+00
2007-Sep-28, -3.566085373191092E+09, -1.226870036809676E+10, 8.884014724396202E+09, -2.091567986383323E+00, -1.376762488158595E+01, 9.944277605097543E+00
2007-Oct-28, -3.571506307818281E+09, -1.230438402487918E+10, 8.909789248549164E+09, -2.091249500587617E+00, -1.376607649060592E+01, 9.943472605204713E+00
2007-Nov-27, -3.576926338612236E+09, -1.234006375698997E+10, 8.935561683269634E+09, -2.090859910887868E+00, -1.376457530503541E+01, 9.942665742268897E+00
2007-Dec-27, -3.582345296140804E+09, -1.237573954494383E+10, 8.961332032549320E+09, -2.090432405682042E+00, -1.376303038129809E+01, 9.941864015082746E+00
2008-Jan-26, -3.587763153982078E+09, -1.241141126339091E+10, 8.987100312123825E+09, -2.090019114203986E+00, -1.376144004974112E+01, 9.941068552787218E+00
2008-Feb-25, -3.593179959899489E+09, -1.244707881723124E+10, 9.012866534520332E+09, -2.089623122996044E+00, -1.375980766818437E+01, 9.940277596879476E+00
2008-Mar-26, -3.598595834673382E+09, -1.248274207669193E+10, 9.038630720619427E+09, -2.089307760770478E+00, -1.375813990168559E+01, 9.939497190324344E+00
2008-Apr-25, -3.604011005534334E+09, -1.251840104604371E+10, 9.064392894313160E+09, -2.089074189744385E+00, -1.375651085685918E+01, 9.938723576269108E+00
2008-May-25, -3.609425587285854E+09, -1.255405587288246E+10, 9.090153063095119E+09, -2.088844939754849E+00, -1.375493014478100E+01, 9.937950714606004E+00
2008-Jun-24, -3.614839589365298E+09, -1.258970661794400E+10, 9.115911234540365E+09, -2.088626837177392E+00, -1.375336302548662E+01, 9.937182083695893E+00
2008-Jul-24, -3.620253037641300E+09, -1.262535331630310E+10, 9.141667417018269E+09, -2.088415760270301E+00, -1.375180961676807E+01, 9.936415237437453E+00
2008-Aug-23, -3.625665915327960E+09, -1.266099596907536E+10, 9.167421611407658E+09, -2.088193865332272E+00, -1.375022526635014E+01, 9.935649759505218E+00
2008-Sep-22, -3.631078298987571E+09, -1.269663445126266E+10, 9.193173833400612E+09, -2.088043476744106E+00, -1.374860202952475E+01, 9.934893482425174E+00
2008-Oct-22, -3.636490418619310E+09, -1.273226875058541E+10, 9.218924106451485E+09, -2.087985477681967E+00, -1.374701355782783E+01, 9.934144848048573E+00
2008-Nov-21, -3.641902437596120E+09, -1.276789901143900E+10, 9.244672444201437E+09, -2.087963760095699E+00, -1.374547857604811E+01, 9.933401306852650E+00
2008-Dec-21, -3.647314454645814E+09, -1.280352537243968E+10, 9.270418865087582E+09, -2.087977389073397E+00, -1.374401075045001E+01, 9.932665044240753E+00
2009-Jan-20, -3.652726501810352E+09, -1.283914803836279E+10, 9.296163381529222E+09, -2.087972873865905E+00, -1.374262880512673E+01, 9.931930217750558E+00
2009-Feb-19, -3.658138427853348E+09, -1.287476715678630E+10, 9.321905990702345E+09, -2.087889205332226E+00, -1.374125122220344E+01, 9.931194941143037E+00
2009-Mar-21, -3.663550104892643E+09, -1.291038264115659E+10, 9.347646700103477E+09, -2.087789324789322E+00, -1.373982266226658E+01, 9.930464434311290E+00
2009-Apr-20, -3.668961560174587E+09, -1.294599436425604E+10, 9.373385522157951E+09, -2.087719515064722E+00, -1.373835555658696E+01, 9.929737801753433E+00
2009-May-20, -3.674372883218761E+09, -1.298160222135571E+10, 9.399122466532402E+09, -2.087702089396116E+00, -1.373683602295105E+01, 9.929017447007347E+00
2009-Jun-19, -3.679784308178718E+09, -1.301720612796841E+10, 9.424857557090450E+09, -2.087799345669493E+00, -1.373532172093553E+01, 9.928306950057340E+00
2009-Jul-19, -3.685196114067217E+09, -1.305280621138079E+10, 9.450590813686840E+09, -2.087979580140048E+00, -1.373389767849561E+01, 9.927600593794100E+00
2009-Aug-18, -3.690608401305603E+09, -1.308840270739297E+10, 9.476322241277939E+09, -2.088171645408289E+00, -1.373254560846376E+01, 9.926896846908859E+00
2009-Sep-17, -3.696021197418127E+09, -1.312399578846984E+10, 9.502051849624514E+09, -2.088366802958700E+00, -1.373126183507475E+01, 9.926196385098828E+00
2009-Oct-17, -3.701434469806952E+09, -1.315958562560470E+10, 9.527779642596012E+09, -2.088527428399045E+00, -1.373003776231640E+01, 9.925495012595121E+00
2009-Nov-16, -3.706848091811275E+09, -1.319517227324750E+10, 9.553505619373692E+09, -2.088652796358811E+00, -1.372878981833857E+01, 9.924797021845272E+00
2009-Dec-16, -3.712262077560722E+09, -1.323075565728147E+10, 9.579229797366032E+09, -2.088814943351900E+00, -1.372752551658146E+01, 9.924107175374031E+00
2010-Jan-15, -3.717676548761729E+09, -1.326633580456435E+10, 9.604952195130896E+09, -2.089017020203112E+00, -1.372629826608573E+01, 9.923422233510829E+00
2010-Feb-14, -3.723091567411890E+09, -1.330191279747828E+10, 9.630672825159706E+09, -2.089246166428319E+00, -1.372509203195252E+01, 9.922744293892226E+00
2010-Mar-16, -3.728507229410725E+09, -1.333748673344768E+10, 9.656391706721546E+09, -2.089508750402405E+00, -1.372394492385524E+01, 9.922072385258851E+00
2010-Apr-15, -3.733923560515762E+09, -1.337305780609176E+10, 9.682108846831266E+09, -2.089744790148851E+00, -1.372287694558704E+01, 9.921399212903422E+00
2010-May-15, -3.739340429148698E+09, -1.340862611654747E+10, 9.707824242297634E+09, -2.089935209664746E+00, -1.372180451113895E+01, 9.920727470334690E+00
2010-Jun-14, -3.744757785412813E+09, -1.344419162201875E+10, 9.733537901065397E+09, -2.090128205542137E+00, -1.372071223310978E+01, 9.920059289676228E+00
2010-Jul-14, -3.750175669599975E+09, -1.347975429352028E+10, 9.759249830147663E+09, -2.090338289326947E+00, -1.371961529599693E+01, 9.919392511708043E+00
2010-Aug-13, -3.755594158570292E+09, -1.351531408102061E+10, 9.784960039717756E+09, -2.090610760909714E+00, -1.371849482335897E+01, 9.918733755750605E+00
2010-Sep-12, -3.761013478903205E+09, -1.355087101679265E+10, 9.810668553387920E+09, -2.090978557301164E+00, -1.371742875405185E+01, 9.918083491742385E+00
2010-Oct-12, -3.766433814564471E+09, -1.358642534723717E+10, 9.836375385029884E+09, -2.091374376210805E+00, -1.371648316391319E+01, 9.917434945814460E+00
2010-Nov-11, -3.771855155531585E+09, -1.362197733709740E+10, 9.862080540404640E+09, -2.091754906398968E+00, -1.371562346648795E+01, 9.916790428420132E+00
2010-Dec-11, -3.777277432355893E+09, -1.365752721114136E+10, 9.887784028208166E+09, -2.092090968258595E+00, -1.371484777515198E+01, 9.916147694748815E+00
2011-Jan-10, -3.782700462802320E+09, -1.369307515401853E+10, 9.913485846110344E+09, -2.092327308136062E+00, -1.371411402783844E+01, 9.915501922909261E+00
2011-Feb-09, -3.788124019203397E+09, -1.372862112939993E+10, 9.939185994841934E+09, -2.092514457268515E+00, -1.371332780641007E+01, 9.914860788111961E+00
2011-Mar-11, -3.793548078954249E+09, -1.376416501327089E+10, 9.964884490367229E+09, -2.092725214204091E+00, -1.371250832685761E+01, 9.914226227144496E+00
2011-Apr-10, -3.798972719576484E+09, -1.379970678664450E+10, 9.990581344933586E+09, -2.092958190336242E+00, -1.371169562654680E+01, 9.913594741290748E+00
2011-May-10, -3.804398028082078E+09, -1.383524645479093E+10, 1.001627657288558E+10, -2.093246526403754E+00, -1.371089658205050E+01, 9.912971136094406E+00
2011-Jun-09, -3.809824148004701E+09, -1.387078414219527E+10, 1.004197019123335E+10, -2.093577584322162E+00, -1.371017755615481E+01, 9.912351731074372E+00
2011-Jul-09, -3.815251085908525E+09, -1.390632009738485E+10, 1.006766220041895E+10, -2.093864403457643E+00, -1.370954490324777E+01, 9.911729582526466E+00
2011-Aug-08, -3.820678710089863E+09, -1.394185444371977E+10, 1.009335259943458E+10, -2.094111590695600E+00, -1.370893548422011E+01, 9.911109459884665E+00
2011-Sep-07, -3.826106942056886E+09, -1.397738723173167E+10, 1.011904139360947E+10, -2.094336295276209E+00, -1.370834474165112E+01, 9.910490962308389E+00
2011-Oct-07, -3.831535707869858E+09, -1.401291850518296E+10, 1.014472858368219E+10, -2.094525770018919E+00, -1.370775378282715E+01, 9.909872937180284E+00
2011-Nov-06, -3.836964995789871E+09, -1.404844822104936E+10, 1.017041418237588E+10, -2.094747309632967E+00, -1.370715479525323E+01, 9.909263211040422E+00
2011-Dec-06, -3.842394916710959E+09, -1.408397644846536E+10, 1.019609821012461E+10, -2.095009135178389E+00, -1.370661941166815E+01, 9.908659756220306E+00
2012-Jan-05, -3.847825481238849E+09, -1.411950340548881E+10, 1.022178067451313E+10, -2.095235616857968E+00, -1.370616282746706E+01, 9.908057518935038E+00
2012-Feb-04, -3.853256586498282E+09, -1.415502924675393E+10, 1.024746158378515E+10, -2.095422831957219E+00, -1.370576121865023E+01, 9.907459214060779E+00
2012-Mar-05, -3.858688096581593E+09, -1.419055411569999E+10, 1.027314094303191E+10, -2.095541030448203E+00, -1.370541223012855E+01, 9.906860307538004E+00
2012-Apr-04, -3.864119764201872E+09, -1.422607808241537E+10, 1.029881874428174E+10, -2.095549995489381E+00, -1.370504238989034E+01, 9.906258558129968E+00
2012-May-04, -3.869551408669209E+09, -1.426160099467486E+10, 1.032449499122615E+10, -2.095535316250257E+00, -1.370460171427150E+01, 9.905661236440038E+00
2012-Jun-03, -3.874983052627420E+09, -1.429712270988785E+10, 1.035016969632534E+10, -2.095552413099563E+00, -1.370413140704470E+01, 9.905068063715969E+00
2012-Jul-03, -3.880414766149323E+09, -1.433264319490549E+10, 1.037584286700844E+10, -2.095595544790885E+00, -1.370364826561404E+01, 9.904478744447193E+00
2012-Aug-02, -3.885846677012493E+09, -1.436816245486828E+10, 1.040151452050357E+10, -2.095702339321566E+00, -1.370319997220109E+01, 9.903896793023304E+00
2012-Sep-01, -3.891278909271255E+09, -1.440368067606765E+10, 1.042718466986893E+10, -2.095827364654370E+00, -1.370285711962693E+01, 9.903316406926617E+00
2012-Oct-01, -3.896711376285155E+09, -1.443919812064308E+10, 1.045285331130743E+10, -2.095881278236162E+00, -1.370258492648620E+01, 9.902734499906094E+00
2012-Oct-31, -3.902143899834490E+09, -1.447471490643848E+10, 1.047852044651666E+10, -2.095869013505236E+00, -1.370234543129405E+01, 9.902153928879372E+00
2012-Nov-30, -3.907576302561856E+09, -1.451023109460262E+10, 1.050418607679412E+10, -2.095782551237107E+00, -1.370212210464837E+01, 9.901572348687946E+00
2012-Dec-30, -3.913008371569603E+09, -1.454574665145504E+10, 1.052985019971144E+10, -2.095627160455439E+00, -1.370184581490202E+01, 9.900992929259612E+00
2013-Jan-29, -3.918440044501589E+09, -1.458126142844758E+10, 1.055551283056770E+10, -2.095483421473070E+00, -1.370152876576858E+01, 9.900420983399911E+00
2013-Feb-28, -3.923871378905406E+09, -1.461677540043432E+10, 1.058117398549751E+10, -2.095355775283310E+00, -1.370123485161393E+01, 9.899852591850566E+00
2013-Mar-30, -3.929302350579598E+09, -1.465228862984545E+10, 1.060683366963385E+10, -2.095209405672261E+00, -1.370095114960016E+01, 9.899287293090014E+00
2013-Apr-29, -3.934732933898998E+09, -1.468780115961119E+10, 1.063249189327978E+10, -2.095051283221660E+00, -1.370069845334215E+01, 9.898724963761854E+00
2013-May-29, -3.940163050990742E+09, -1.472331309371726E+10, 1.065814865703870E+10, -2.094834808394779E+00, -1.370048817165291E+01, 9.898159394440006E+00
2013-Jun-28, -3.945592491204154E+09, -1.475882444339012E+10, 1.068380395165111E+10, -2.094543062426517E+00, -1.370023475292353E+01, 9.897593131229627E+00
2013-Jul-28, -3.951021155567975E+09, -1.479433506336474E+10, 1.070945778282110E+10, -2.094244636672935E+00, -1.369992767064899E+01, 9.897030421281936E+00
2013-Aug-27, -3.956449073351521E+09, -1.482984486371447E+10, 1.073511015865214E+10, -2.093960851065653E+00, -1.369960736695040E+01, 9.896469396961802E+00
2013-Sep-26, -3.961876275771185E+09, -1.486535380234984E+10, 1.076076108631258E+10, -2.093704867937379E+00, -1.369926721306860E+01, 9.895914405670666E+00
2013-Oct-26, -3.967302877338530E+09, -1.490086190567911E+10, 1.078641058445157E+10, -2.093492428863974E+00, -1.369897363992946E+01, 9.895365793578025E+00
2013-Nov-25, -3.972728916734091E+09, -1.493636937587805E+10, 1.081205866135307E+10, -2.093249068026802E+00, -1.369877695354889E+01, 9.894816335875625E+00
2013-Dec-25, -3.978154209726279E+09, -1.497187638536888E+10, 1.083770531370057E+10, -2.092920512086144E+00, -1.369861008892123E+01, 9.894267473478754E+00
2014-Jan-24, -3.983578542111322E+09, -1.500738296948894E+10, 1.086335054422860E+10, -2.092508028426121E+00, -1.369844258161530E+01, 9.893719026996845E+00
2014-Feb-23, -3.989001687250025E+09, -1.504288908992271E+10, 1.088899434964651E+10, -2.091999170161885E+00, -1.369823921615546E+01, 9.893167524175567E+00
2014-Mar-25, -3.994423441192511E+09, -1.507839453821037E+10, 1.091463672931667E+10, -2.091456317116723E+00, -1.369792401289249E+01, 9.892620368118202E+00
2014-Apr-24, -3.999843837506057E+09, -1.511389906823130E+10, 1.094027769951250E+10, -2.090959864741999E+00, -1.369754208329426E+01, 9.892079863403319E+00
2014-May-24, -4.005263005272681E+09, -1.514940260799633E+10, 1.096591727186192E+10, -2.090497433768916E+00, -1.369716142484280E+01, 9.891541156479688E+00
2014-Jun-23, -4.010681011140294E+09, -1.518490515138626E+10, 1.099155545407389E+10, -2.090068439538558E+00, -1.369678199827310E+01, 9.891007551437266E+00
2014-Jul-23, -4.016097932278728E+09, -1.522040676832238E+10, 1.101719225693331E+10, -2.089653630527958E+00, -1.369645241229838E+01, 9.890476040084152E+00
2014-Aug-22, -4.021513712357909E+09, -1.525590761315966E+10, 1.104282767649645E+10, -2.089172848253176E+00, -1.369617130371573E+01, 9.889939887392439E+00
2014-Sep-21, -4.026928159813798E+09, -1.529140768859926E+10, 1.106846170691427E+10, -2.088635741204413E+00, -1.369585593685119E+01, 9.889404926723806E+00
2014-Oct-21, -4.032341186713898E+09, -1.532690689664798E+10, 1.109409435417381E+10, -2.088083098936221E+00, -1.369550530447822E+01, 9.888872653816769E+00
2014-Nov-20, -4.037752755741074E+09, -1.536240517281290E+10, 1.111972562199986E+10, -2.087507988908329E+00, -1.369512839500251E+01, 9.888341086375048E+00
2014-Dec-20, -4.043162855911799E+09, -1.539790240964812E+10, 1.114535552149721E+10, -2.086958301965522E+00, -1.369471443781969E+01, 9.887817130521936E+00
2015-Jan-19, -4.048571574739262E+09, -1.543339859360543E+10, 1.117098407092000E+10, -2.086437813988539E+00, -1.369432715657536E+01, 9.887298443648321E+00
2015-Feb-18, -4.053978897606363E+09, -1.546889384367674E+10, 1.119661127394498E+10, -2.085868880208968E+00, -1.369398062964521E+01, 9.886778284772429E+00
2015-Mar-20, -4.059384680407592E+09, -1.550438818173202E+10, 1.122223713145048E+10, -2.085251231282670E+00, -1.369362386413957E+01, 9.886259996239996E+00
2015-Apr-19, -4.064788798104635E+09, -1.553988157004025E+10, 1.124786164542645E+10, -2.084583968723341E+00, -1.369324723899544E+01, 9.885740924146610E+00
2015-May-19, -4.070191092260661E+09, -1.557537391869786E+10, 1.127348480845592E+10, -2.083848268075732E+00, -1.369280278078303E+01, 9.885218828885961E+00
2015-Jun-18, -4.075591490844960E+09, -1.561086497007607E+10, 1.129910662476685E+10, -2.083135418099578E+00, -1.369225464386906E+01, 9.884702185308635E+00
2015-Jul-18, -4.080990134654982E+09, -1.564635453149201E+10, 1.132472710972096E+10, -2.082496668788657E+00, -1.369166920504809E+01, 9.884190839884576E+00
2015-Aug-17, -4.086387176655558E+09, -1.568184258584103E+10, 1.135034627108332E+10, -2.081896909425694E+00, -1.369108688351423E+01, 9.883681807953877E+00
2015-Sep-16, -4.091782735517793E+09, -1.571732915469860E+10, 1.137596412131008E+10, -2.081348228927412E+00, -1.369053481447810E+01, 9.883178549851561E+00
2015-Oct-16, -4.097176890180483E+09, -1.575281438631949E+10, 1.140158066958637E+10, -2.080799586842784E+00, -1.369006204195821E+01, 9.882675728302701E+00
2015-Nov-15, -4.102569509043144E+09, -1.578829846020420E+10, 1.142719590837144E+10, -2.080159084123449E+00, -1.368961992924482E+01, 9.882169306476191E+00
2015-Dec-15, -4.107960379735678E+09, -1.582378134684427E+10, 1.145280983660908E+10, -2.079454532973285E+00, -1.368914225021418E+01, 9.881664509478213E+00
2016-Jan-14, -4.113349373593632E+09, -1.585926293080729E+10, 1.147842245855891E+10, -2.078712386437419E+00, -1.368861726466683E+01, 9.881160661681673E+00
2016-Feb-13, -4.118736392346775E+09, -1.589474305698010E+10, 1.150403377518015E+10, -2.077943287909386E+00, -1.368800608353568E+01, 9.880659154839179E+00
2016-Mar-14, -4.124121479836767E+09, -1.593022149961801E+10, 1.152964380236058E+10, -2.077227865179696E+00, -1.368733013794266E+01, 9.880165439117183E+00
2016-Apr-13, -4.129504794869781E+09, -1.596569818668234E+10, 1.155525255626364E+10, -2.076565899813282E+00, -1.368666490364059E+01, 9.879675067574848E+00
2016-May-13, -4.134886386235125E+09, -1.600117316703579E+10, 1.158086003838887E+10, -2.075898977394565E+00, -1.368600400532502E+01, 9.879185257735669E+00
2016-Jun-12, -4.140266256419435E+09, -1.603664643767808E+10, 1.160646625408976E+10, -2.075233718363800E+00, -1.368534766705753E+01, 9.878697281250687E+00
2016-Jul-12, -4.145644379108942E+09, -1.607211801947147E+10, 1.163207120305474E+10, -2.074540515737144E+00, -1.368470012491152E+01, 9.878206560293984E+00
2016-Aug-11, -4.151020633371400E+09, -1.610758785624892E+10, 1.165767487668453E+10, -2.073806164136227E+00, -1.368398687990744E+01, 9.877715268085636E+00
2016-Sep-10, -4.156395023715038E+09, -1.614305575043954E+10, 1.168327728350821E+10, -2.073110365257032E+00, -1.368320781668320E+01, 9.877229266255238E+00
2016-Oct-10, -4.161767693068626E+09, -1.617852160594821E+10, 1.170887843629890E+10, -2.072470300731656E+00, -1.368242478676371E+01, 9.876746505902640E+00
2016-Nov-09, -4.167138737367720E+09, -1.621398542865175E+10, 1.173447834220908E+10, -2.071863421136038E+00, -1.368163856877807E+01, 9.876268572023223E+00
2016-Dec-09, -4.172508264087512E+09, -1.624944725753622E+10, 1.176007701710330E+10, -2.071292372750225E+00, -1.368089356832369E+01, 9.875795948554074E+00
2017-Jan-08, -4.177876292986771E+09, -1.628490724924505E+10, 1.178567446687829E+10, -2.070687474155403E+00, -1.368021901887906E+01, 9.875321584770955E+00
2017-Feb-07, -4.183242633709590E+09, -1.632036548942145E+10, 1.181127068401699E+10, -2.069997727045022E+00, -1.367952710388591E+01, 9.874846196784214E+00
2017-Mar-09, -4.188607119275925E+09, -1.635582186641551E+10, 1.183686567043811E+10, -2.069261674832716E+00, -1.367877632023125E+01, 9.874371969868211E+00
2017-Apr-08, -4.193969669618563E+09, -1.639127621356645E+10, 1.186245942713847E+10, -2.068502001358183E+00, -1.367795730091406E+01, 9.873896714012389E+00
2017-May-08, -4.199330262275346E+09, -1.642672829173922E+10, 1.188805195624913E+10, -2.067771865382542E+00, -1.367702705649810E+01, 9.873426458293578E+00
2017-Jun-07, -4.204689084472210E+09, -1.646217788113742E+10, 1.191364327622079E+10, -2.067139971436877E+00, -1.367605045815046E+01, 9.872963475200686E+00
2017-Jul-07, -4.210046377214536E+09, -1.649762497756956E+10, 1.193923339959157E+10, -2.066575301825019E+00, -1.367510878023391E+01, 9.872501901353958E+00
2017-Aug-06, -4.215402242297110E+09, -1.653306965808355E+10, 1.196482232959412E+10, -2.066042083824819E+00, -1.367418851963079E+01, 9.872043361182332E+00
2017-Sep-05, -4.220756747596232E+09, -1.656851200995166E+10, 1.199041007339727E+10, -2.065519614532276E+00, -1.367331326031758E+01, 9.871586038019235E+00
2017-Oct-05, -4.226109848406779E+09, -1.660395215410052E+10, 1.201599662679923E+10, -2.064943782063048E+00, -1.367247207947933E+01, 9.871124235598300E+00
2017-Nov-04, -4.231461386512387E+09, -1.663939004997289E+10, 1.204158198382128E+10, -2.064329025022063E+00, -1.367157348443183E+01, 9.870664259961494E+00
2017-Dec-04, -4.236811346918638E+09, -1.667482554431567E+10, 1.206716615449211E+10, -2.063734070451535E+00, -1.367062361987411E+01, 9.870208983976115E+00
2018-Jan-03, -4.242159795714154E+09, -1.671025855589521E+10, 1.209274914765498E+10, -2.063155455495805E+00, -1.366965434032351E+01, 9.869755479048882E+00
2018-Feb-02, -4.247506787669067E+09, -1.674568899988223E+10, 1.211833097373392E+10, -2.062619346724690E+00, -1.366865085594617E+01, 9.869308959020026E+00
2018-Mar-04, -4.252852454735464E+09, -1.678111685851623E+10, 1.214391164944743E+10, -2.062129302120403E+00, -1.366766787878755E+01, 9.868867032186483E+00
2018-Apr-03, -4.258196836916383E+09, -1.681654223196172E+10, 1.216949117656876E+10, -2.061612788538449E+00, -1.366672116528595E+01, 9.868422206067041E+00
2018-May-03, -4.263539836686307E+09, -1.685196511181815E+10, 1.219506955154043E+10, -2.061069638587194E+00, -1.366574189150164E+01, 9.867978350227984E+00
2018-Jun-02, -4.268881419413968E+09, -1.688738539876338E+10, 1.222064677691996E+10, -2.060524074618811E+00, -1.366472052884729E+01, 9.867534959812266E+00
2018-Jul-02, -4.274221579957883E+09, -1.692280297939794E+10, 1.224622284989999E+10, -2.059973029271044E+00, -1.366364107229559E+01, 9.867089897844737E+00
2018-Aug-01, -4.279560387932358E+09, -1.695821764441516E+10, 1.227179777730706E+10, -2.059494651994965E+00, -1.366248238203180E+01, 9.866651607694905E+00
2018-Aug-31, -4.284898097161943E+09, -1.699362928654966E+10, 1.229737157773059E+10, -2.059125358569243E+00, -1.366132499309312E+01, 9.866219671276424E+00
2018-Sep-30, -4.290234924833808E+09, -1.702903800512314E+10, 1.232294425964740E+10, -2.058803061380787E+00, -1.366022076882352E+01, 9.865788797889747E+00
2018-Oct-30, -4.295570965631438E+09, -1.706444391558203E+10, 1.234851583090819E+10, -2.058514514203790E+00, -1.365916576310393E+01, 9.865362263284753E+00
2018-Nov-29, -4.300906254831191E+09, -1.709984717884959E+10, 1.237408629801023E+10, -2.058213332873605E+00, -1.365817999317687E+01, 9.864935739159890E+00
2018-Dec-29, -4.306240653377163E+09, -1.713524793261415E+10, 1.239965565273414E+10, -2.057822952015381E+00, -1.365720524532254E+01, 9.864504904550310E+00
2019-Jan-28, -4.311573981206964E+09, -1.717064606983498E+10, 1.242522389407046E+10, -2.057398092912936E+00, -1.365615936155832E+01, 9.864076969325618E+00
2019-Feb-27, -4.316906227674874E+09, -1.720604140397275E+10, 1.245079103120107E+10, -2.056995278418337E+00, -1.365504971538702E+01, 9.863652414670476E+00
2019-Mar-29, -4.322237458893882E+09, -1.724143379197602E+10, 1.247635706944185E+10, -2.056621357842872E+00, -1.365387794233336E+01, 9.863230380475949E+00
2019-Apr-28, -4.327567836443388E+09, -1.727682307883902E+10, 1.250192202426489E+10, -2.056340385604290E+00, -1.365267122753249E+01, 9.862816045353352E+00
2019-May-28, -4.332897601807714E+09, -1.731220927603333E+10, 1.252748591097884E+10, -2.056139285460290E+00, -1.365150759306222E+01, 9.862404697536695E+00
2019-Jun-27, -4.338226851559699E+09, -1.734759252344900E+10, 1.255304872808955E+10, -2.055938142937103E+00, -1.365038135035297E+01, 9.861991678375164E+00
2019-Jul-27, -4.343555592684801E+09, -1.738297286415844E+10, 1.257861047694830E+10, -2.055745164342805E+00, -1.364926529135198E+01, 9.861580040263464E+00
2019-Aug-26, -4.348883838599655E+09, -1.741835032134233E+10, 1.260417115841148E+10, -2.055551712326179E+00, -1.364815792303670E+01, 9.861167131843121E+00
