$$SOE
1988-Jun-23, 4.258116941248028E+08, -3.912726026620591E+09, 4.653926404512215E+07, 1.279424311980969E+01, -1.411936590425193E+01, 6.522431662371062E-01
1988-Jul-23, 4.589706617268277E+08, -3.949295381719070E+09, 4.822956821954441E+07, 1.279135187314046E+01, -1.409782281523978E+01, 6.520037269596912E-01
1988-Aug-22, 4.921219826845377E+08, -3.985809619773848E+09, 4.991924708278203E+07, 1.278835700877491E+01, -1.407682811516656E+01, 6.517609090608518E-01
1988-Sep-21, 5.252654333001102E+08, -4.022270112997592E+09, 5.160829709489512E+07, 1.278528418133344E+01, -1.405635684926507E+01, 6.515181645130204E-01
1988-Oct-21, 5.584008690214068E+08, -4.058678224596148E+09, 5.329671478268743E+07, 1.278218206286798E+01, -1.403640952818627E+01, 6.512721357350078E-01
1988-Nov-20, 5.915283145647172E+08, -4.095035256919500E+09, 5.498448539833641E+07, 1.277912216107941E+01, -1.401691984348889E+01, 6.510201375998461E-01
1988-Dec-20, 6.246477660432494E+08, -4.131342257485144E+09, 5.667150588562608E+07, 1.277592799550338E+01, -1.399778923146086E+01, 6.505664707804613E-01
1989-Jan-19, 6.577589380242407E+08, -4.167600201200047E+09, 5.835745520058084E+07, 1.277280851778579E+01, -1.397909347224527E+01, 6.503204657884591E-01
1989-Feb-18, 6.908619981926212E+08, -4.203810238197932E+09, 6.004276859048533E+07, 1.276966838390806E+01, -1.396081693914469E+01, 6.500771397776308E-01
1989-Mar-20, 7.239568562752553E+08, -4.239973468215454E+09, 6.172746232400227E+07, 1.276648262172712E+01, -1.394299236870847E+01, 6.498421106725694E-01
1989-Apr-19, 7.570434455648726E+08, -4.276091181896820E+09, 6.341155554345632E+07, 1.276330523184796E+01, -1.392571573064738E+01, 6.496128388007794E-01
1989-May-19, 7.901219634995329E+08, -4.312164904374659E+09, 6.509506074034357E+07, 1.276027128994554E+01, -1.390905707138450E+01, 6.493909321571838E-01
1989-Jun-18, 8.231929189188375E+08, -4.348196471445856E+09, 6.677802086846614E+07, 1.275751086332589E+01, -1.389327131710452E+01, 6.491965523554359E-01
1989-Jul-18, 8.562576077562945E+08, -4.384189344647756E+09, 6.846056952882481E+07, 1.275565397862153E+01, -1.387963735903668E+01, 6.490951923956052E-01
1989-Aug-17, 8.893259527777004E+08, -4.420164475619025E+09, 7.014365544359088E+07, 1.276634595410975E+01, -1.389167271863992E+01, 6.502176578748822E-01
1989-Sep-16, 9.066365779392987E+08, -4.450475665419968E+09, 4.743333505405021E+07, 4.621796937814442E+00, -1.083779002375869E+01, -1.185777181610412E+01
1989-Oct-16, 9.186123488658426E+08, -4.478538253160474E+09, 1.670607616245055E+07, 4.618680362467801E+00, -1.081689735319539E+01, -1.185288889552709E+01
1989-Nov-15, 9.305796829625095E+08, -4.506553416062480E+09, -1.401459945197248E+07, 4.615368779887638E+00, -1.079999204503913E+01, -1.185152087274930E+01
